CART_Dose,Tumor_Init,responses
100000,800000,CR
120000,800000,CR
140000,800000,CR
160000,800000,CR
180000,800000,CR
200000,800000,CR
220000,800000,CR
240000,800000,CR
260000,800000,CR
280000,800000,CR
300000,800000,CR
320000,800000,CR
340000,800000,CR
360000,800000,CR
380000,800000,CR
400000,800000,CR
420000,800000,CR
440000,800000,CR
460000,800000,CR
480000,800000,CR
500000,800000,CR
520000,800000,CR
540000,800000,CR
560000,800000,CR
580000,800000,CR
600000,800000,CR
620000,800000,CR
640000,800000,CR
660000,800000,CR
680000,800000,CR
700000,800000,CR
720000,800000,CR
740000,800000,CR
760000,800000,CR
780000,800000,CR
800000,800000,CR
820000,800000,CR
840000,800000,CR
860000,800000,CR
880000,800000,CR
900000,800000,CR
920000,800000,CR
940000,800000,CR
960000,800000,CR
980000,800000,CR
1000000,800000,CR
1020000,800000,CR
1040000,800000,CR
1060000,800000,CR
1080000,800000,CR
1100000,800000,CR
1120000,800000,CR
1140000,800000,CR
1160000,800000,CR
1180000,800000,CR
1200000,800000,CR
1220000,800000,CR
1240000,800000,CR
1260000,800000,CR
1280000,800000,CR
1300000,800000,CR
1320000,800000,CR
1340000,800000,CR
1360000,800000,CR
1380000,800000,CR
1400000,800000,CR
1420000,800000,CR
1440000,800000,CR
1460000,800000,CR
1480000,800000,CR
1500000,800000,CR
1520000,800000,CR
1540000,800000,CR
1560000,800000,CR
1580000,800000,CR
1600000,800000,CR
1620000,800000,CR
1640000,800000,CR
1660000,800000,CR
1680000,800000,CR
1700000,800000,CR
1720000,800000,CR
1740000,800000,CR
1760000,800000,CR
1780000,800000,CR
1800000,800000,CR
1820000,800000,CR
1840000,800000,CR
1860000,800000,CR
1880000,800000,CR
1900000,800000,CR
1920000,800000,CR
1940000,800000,CR
1960000,800000,CR
1980000,800000,CR
2000000,800000,CR
100000,900000,NR
120000,900000,CR
140000,900000,CR
160000,900000,CR
180000,900000,CR
200000,900000,CR
220000,900000,CR
240000,900000,CR
260000,900000,CR
280000,900000,CR
300000,900000,CR
320000,900000,CR
340000,900000,CR
360000,900000,CR
380000,900000,CR
400000,900000,CR
420000,900000,CR
440000,900000,CR
460000,900000,CR
480000,900000,CR
500000,900000,CR
520000,900000,CR
540000,900000,CR
560000,900000,CR
580000,900000,CR
600000,900000,CR
620000,900000,CR
640000,900000,CR
660000,900000,CR
680000,900000,CR
700000,900000,CR
720000,900000,CR
740000,900000,CR
760000,900000,CR
780000,900000,CR
800000,900000,CR
820000,900000,CR
840000,900000,CR
860000,900000,CR
880000,900000,CR
900000,900000,CR
920000,900000,CR
940000,900000,CR
960000,900000,CR
980000,900000,CR
1000000,900000,CR
1020000,900000,CR
1040000,900000,CR
1060000,900000,CR
1080000,900000,CR
1100000,900000,CR
1120000,900000,CR
1140000,900000,CR
1160000,900000,CR
1180000,900000,CR
1200000,900000,CR
1220000,900000,CR
1240000,900000,CR
1260000,900000,CR
1280000,900000,CR
1300000,900000,CR
1320000,900000,CR
1340000,900000,CR
1360000,900000,CR
1380000,900000,CR
1400000,900000,CR
1420000,900000,CR
1440000,900000,CR
1460000,900000,CR
1480000,900000,CR
1500000,900000,CR
1520000,900000,CR
1540000,900000,CR
1560000,900000,CR
1580000,900000,CR
1600000,900000,CR
1620000,900000,CR
1640000,900000,CR
1660000,900000,CR
1680000,900000,CR
1700000,900000,CR
1720000,900000,CR
1740000,900000,CR
1760000,900000,CR
1780000,900000,CR
1800000,900000,CR
1820000,900000,CR
1840000,900000,CR
1860000,900000,CR
1880000,900000,CR
1900000,900000,CR
1920000,900000,CR
1940000,900000,CR
1960000,900000,CR
1980000,900000,CR
2000000,900000,CR
100000,1000000,NR
120000,1000000,NR
140000,1000000,CR
160000,1000000,CR
180000,1000000,CR
200000,1000000,CR
220000,1000000,CR
240000,1000000,CR
260000,1000000,CR
280000,1000000,CR
300000,1000000,CR
320000,1000000,CR
340000,1000000,CR
360000,1000000,CR
380000,1000000,CR
400000,1000000,CR
420000,1000000,CR
440000,1000000,CR
460000,1000000,CR
480000,1000000,CR
500000,1000000,CR
520000,1000000,CR
540000,1000000,CR
560000,1000000,CR
580000,1000000,CR
600000,1000000,CR
620000,1000000,CR
640000,1000000,CR
660000,1000000,CR
680000,1000000,CR
700000,1000000,CR
720000,1000000,CR
740000,1000000,CR
760000,1000000,CR
780000,1000000,CR
800000,1000000,CR
820000,1000000,CR
840000,1000000,CR
860000,1000000,CR
880000,1000000,CR
900000,1000000,CR
920000,1000000,CR
940000,1000000,CR
960000,1000000,CR
980000,1000000,CR
1000000,1000000,CR
1020000,1000000,CR
1040000,1000000,CR
1060000,1000000,CR
1080000,1000000,CR
1100000,1000000,CR
1120000,1000000,CR
1140000,1000000,CR
1160000,1000000,CR
1180000,1000000,CR
1200000,1000000,CR
1220000,1000000,CR
1240000,1000000,CR
1260000,1000000,CR
1280000,1000000,CR
1300000,1000000,CR
1320000,1000000,CR
1340000,1000000,CR
1360000,1000000,CR
1380000,1000000,CR
1400000,1000000,CR
1420000,1000000,CR
1440000,1000000,CR
1460000,1000000,CR
1480000,1000000,CR
1500000,1000000,CR
1520000,1000000,CR
1540000,1000000,CR
1560000,1000000,CR
1580000,1000000,CR
1600000,1000000,CR
1620000,1000000,CR
1640000,1000000,CR
1660000,1000000,CR
1680000,1000000,CR
1700000,1000000,CR
1720000,1000000,CR
1740000,1000000,CR
1760000,1000000,CR
1780000,1000000,CR
1800000,1000000,CR
1820000,1000000,CR
1840000,1000000,CR
1860000,1000000,CR
1880000,1000000,CR
1900000,1000000,CR
1920000,1000000,CR
1940000,1000000,CR
1960000,1000000,CR
1980000,1000000,CR
2000000,1000000,CR
100000,1100000,NR
120000,1100000,NR
140000,1100000,CR
160000,1100000,CR
180000,1100000,CR
200000,1100000,CR
220000,1100000,CR
240000,1100000,CR
260000,1100000,CR
280000,1100000,CR
300000,1100000,CR
320000,1100000,CR
340000,1100000,CR
360000,1100000,CR
380000,1100000,CR
400000,1100000,CR
420000,1100000,CR
440000,1100000,CR
460000,1100000,CR
480000,1100000,CR
500000,1100000,CR
520000,1100000,CR
540000,1100000,CR
560000,1100000,CR
580000,1100000,CR
600000,1100000,CR
620000,1100000,CR
640000,1100000,CR
660000,1100000,CR
680000,1100000,CR
700000,1100000,CR
720000,1100000,CR
740000,1100000,CR
760000,1100000,CR
780000,1100000,CR
800000,1100000,CR
820000,1100000,CR
840000,1100000,CR
860000,1100000,CR
880000,1100000,CR
900000,1100000,CR
920000,1100000,CR
940000,1100000,CR
960000,1100000,CR
980000,1100000,CR
1000000,1100000,CR
1020000,1100000,CR
1040000,1100000,CR
1060000,1100000,CR
1080000,1100000,CR
1100000,1100000,CR
1120000,1100000,CR
1140000,1100000,CR
1160000,1100000,CR
1180000,1100000,CR
1200000,1100000,CR
1220000,1100000,CR
1240000,1100000,CR
1260000,1100000,CR
1280000,1100000,CR
1300000,1100000,CR
1320000,1100000,CR
1340000,1100000,CR
1360000,1100000,CR
1380000,1100000,CR
1400000,1100000,CR
1420000,1100000,CR
1440000,1100000,CR
1460000,1100000,CR
1480000,1100000,CR
1500000,1100000,CR
1520000,1100000,CR
1540000,1100000,CR
1560000,1100000,CR
1580000,1100000,CR
1600000,1100000,CR
1620000,1100000,CR
1640000,1100000,CR
1660000,1100000,CR
1680000,1100000,CR
1700000,1100000,CR
1720000,1100000,CR
1740000,1100000,CR
1760000,1100000,CR
1780000,1100000,CR
1800000,1100000,CR
1820000,1100000,CR
1840000,1100000,CR
1860000,1100000,CR
1880000,1100000,CR
1900000,1100000,CR
1920000,1100000,CR
1940000,1100000,CR
1960000,1100000,CR
1980000,1100000,CR
2000000,1100000,CR
100000,1200000,NR
120000,1200000,NR
140000,1200000,NR
160000,1200000,CR
180000,1200000,CR
200000,1200000,CR
220000,1200000,CR
240000,1200000,CR
260000,1200000,CR
280000,1200000,CR
300000,1200000,CR
320000,1200000,CR
340000,1200000,CR
360000,1200000,CR
380000,1200000,CR
400000,1200000,CR
420000,1200000,CR
440000,1200000,CR
460000,1200000,CR
480000,1200000,CR
500000,1200000,CR
520000,1200000,CR
540000,1200000,CR
560000,1200000,CR
580000,1200000,CR
600000,1200000,CR
620000,1200000,CR
640000,1200000,CR
660000,1200000,CR
680000,1200000,CR
700000,1200000,CR
720000,1200000,CR
740000,1200000,CR
760000,1200000,CR
780000,1200000,CR
800000,1200000,CR
820000,1200000,CR
840000,1200000,CR
860000,1200000,CR
880000,1200000,CR
900000,1200000,CR
920000,1200000,CR
940000,1200000,CR
960000,1200000,CR
980000,1200000,CR
1000000,1200000,CR
1020000,1200000,CR
1040000,1200000,CR
1060000,1200000,CR
1080000,1200000,CR
1100000,1200000,CR
1120000,1200000,CR
1140000,1200000,CR
1160000,1200000,CR
1180000,1200000,CR
1200000,1200000,CR
1220000,1200000,CR
1240000,1200000,CR
1260000,1200000,CR
1280000,1200000,CR
1300000,1200000,CR
1320000,1200000,CR
1340000,1200000,CR
1360000,1200000,CR
1380000,1200000,CR
1400000,1200000,CR
1420000,1200000,CR
1440000,1200000,CR
1460000,1200000,CR
1480000,1200000,CR
1500000,1200000,CR
1520000,1200000,CR
1540000,1200000,CR
1560000,1200000,CR
1580000,1200000,CR
1600000,1200000,CR
1620000,1200000,CR
1640000,1200000,CR
1660000,1200000,CR
1680000,1200000,CR
1700000,1200000,CR
1720000,1200000,CR
1740000,1200000,CR
1760000,1200000,CR
1780000,1200000,CR
1800000,1200000,CR
1820000,1200000,CR
1840000,1200000,CR
1860000,1200000,CR
1880000,1200000,CR
1900000,1200000,CR
1920000,1200000,CR
1940000,1200000,CR
1960000,1200000,CR
1980000,1200000,CR
2000000,1200000,CR
100000,1300000,NR
120000,1300000,NR
140000,1300000,NR
160000,1300000,NR
180000,1300000,CR
200000,1300000,CR
220000,1300000,CR
240000,1300000,CR
260000,1300000,CR
280000,1300000,CR
300000,1300000,CR
320000,1300000,CR
340000,1300000,CR
360000,1300000,CR
380000,1300000,CR
400000,1300000,CR
420000,1300000,CR
440000,1300000,CR
460000,1300000,CR
480000,1300000,CR
500000,1300000,CR
520000,1300000,CR
540000,1300000,CR
560000,1300000,CR
580000,1300000,CR
600000,1300000,CR
620000,1300000,CR
640000,1300000,CR
660000,1300000,CR
680000,1300000,CR
700000,1300000,CR
720000,1300000,CR
740000,1300000,CR
760000,1300000,CR
780000,1300000,CR
800000,1300000,CR
820000,1300000,CR
840000,1300000,CR
860000,1300000,CR
880000,1300000,CR
900000,1300000,CR
920000,1300000,CR
940000,1300000,CR
960000,1300000,CR
980000,1300000,CR
1000000,1300000,CR
1020000,1300000,CR
1040000,1300000,CR
1060000,1300000,CR
1080000,1300000,CR
1100000,1300000,CR
1120000,1300000,CR
1140000,1300000,CR
1160000,1300000,CR
1180000,1300000,CR
1200000,1300000,CR
1220000,1300000,CR
1240000,1300000,CR
1260000,1300000,CR
1280000,1300000,CR
1300000,1300000,CR
1320000,1300000,CR
1340000,1300000,CR
1360000,1300000,CR
1380000,1300000,CR
1400000,1300000,CR
1420000,1300000,CR
1440000,1300000,CR
1460000,1300000,CR
1480000,1300000,CR
1500000,1300000,CR
1520000,1300000,CR
1540000,1300000,CR
1560000,1300000,CR
1580000,1300000,CR
1600000,1300000,CR
1620000,1300000,CR
1640000,1300000,CR
1660000,1300000,CR
1680000,1300000,CR
1700000,1300000,CR
1720000,1300000,CR
1740000,1300000,CR
1760000,1300000,CR
1780000,1300000,CR
1800000,1300000,CR
1820000,1300000,CR
1840000,1300000,CR
1860000,1300000,CR
1880000,1300000,CR
1900000,1300000,CR
1920000,1300000,CR
1940000,1300000,CR
1960000,1300000,CR
1980000,1300000,CR
2000000,1300000,CR
100000,1400000,NR
120000,1400000,NR
140000,1400000,NR
160000,1400000,NR
180000,1400000,CR
200000,1400000,CR
220000,1400000,CR
240000,1400000,CR
260000,1400000,CR
280000,1400000,CR
300000,1400000,CR
320000,1400000,CR
340000,1400000,CR
360000,1400000,CR
380000,1400000,CR
400000,1400000,CR
420000,1400000,CR
440000,1400000,CR
460000,1400000,CR
480000,1400000,CR
500000,1400000,CR
520000,1400000,CR
540000,1400000,CR
560000,1400000,CR
580000,1400000,CR
600000,1400000,CR
620000,1400000,CR
640000,1400000,CR
660000,1400000,CR
680000,1400000,CR
700000,1400000,CR
720000,1400000,CR
740000,1400000,CR
760000,1400000,CR
780000,1400000,CR
800000,1400000,CR
820000,1400000,CR
840000,1400000,CR
860000,1400000,CR
880000,1400000,CR
900000,1400000,CR
920000,1400000,CR
940000,1400000,CR
960000,1400000,CR
980000,1400000,CR
1000000,1400000,CR
1020000,1400000,CR
1040000,1400000,CR
1060000,1400000,CR
1080000,1400000,CR
1100000,1400000,CR
1120000,1400000,CR
1140000,1400000,CR
1160000,1400000,CR
1180000,1400000,CR
1200000,1400000,CR
1220000,1400000,CR
1240000,1400000,CR
1260000,1400000,CR
1280000,1400000,CR
1300000,1400000,CR
1320000,1400000,CR
1340000,1400000,CR
1360000,1400000,CR
1380000,1400000,CR
1400000,1400000,CR
1420000,1400000,CR
1440000,1400000,CR
1460000,1400000,CR
1480000,1400000,CR
1500000,1400000,CR
1520000,1400000,CR
1540000,1400000,CR
1560000,1400000,CR
1580000,1400000,CR
1600000,1400000,CR
1620000,1400000,CR
1640000,1400000,CR
1660000,1400000,CR
1680000,1400000,CR
1700000,1400000,CR
1720000,1400000,CR
1740000,1400000,CR
1760000,1400000,CR
1780000,1400000,CR
1800000,1400000,CR
1820000,1400000,CR
1840000,1400000,CR
1860000,1400000,CR
1880000,1400000,CR
1900000,1400000,CR
1920000,1400000,CR
1940000,1400000,CR
1960000,1400000,CR
1980000,1400000,CR
2000000,1400000,CR
100000,1500000,NR
120000,1500000,NR
140000,1500000,NR
160000,1500000,NR
180000,1500000,NR
200000,1500000,CR
220000,1500000,CR
240000,1500000,CR
260000,1500000,CR
280000,1500000,CR
300000,1500000,CR
320000,1500000,CR
340000,1500000,CR
360000,1500000,CR
380000,1500000,CR
400000,1500000,CR
420000,1500000,CR
440000,1500000,CR
460000,1500000,CR
480000,1500000,CR
500000,1500000,CR
520000,1500000,CR
540000,1500000,CR
560000,1500000,CR
580000,1500000,CR
600000,1500000,CR
620000,1500000,CR
640000,1500000,CR
660000,1500000,CR
680000,1500000,CR
700000,1500000,CR
720000,1500000,CR
740000,1500000,CR
760000,1500000,CR
780000,1500000,CR
800000,1500000,CR
820000,1500000,CR
840000,1500000,CR
860000,1500000,CR
880000,1500000,CR
900000,1500000,CR
920000,1500000,CR
940000,1500000,CR
960000,1500000,CR
980000,1500000,CR
1000000,1500000,CR
1020000,1500000,CR
1040000,1500000,CR
1060000,1500000,CR
1080000,1500000,CR
1100000,1500000,CR
1120000,1500000,CR
1140000,1500000,CR
1160000,1500000,CR
1180000,1500000,CR
1200000,1500000,CR
1220000,1500000,CR
1240000,1500000,CR
1260000,1500000,CR
1280000,1500000,CR
1300000,1500000,CR
1320000,1500000,CR
1340000,1500000,CR
1360000,1500000,CR
1380000,1500000,CR
1400000,1500000,CR
1420000,1500000,CR
1440000,1500000,CR
1460000,1500000,CR
1480000,1500000,CR
1500000,1500000,CR
1520000,1500000,CR
1540000,1500000,CR
1560000,1500000,CR
1580000,1500000,CR
1600000,1500000,CR
1620000,1500000,CR
1640000,1500000,CR
1660000,1500000,CR
1680000,1500000,CR
1700000,1500000,CR
1720000,1500000,CR
1740000,1500000,CR
1760000,1500000,CR
1780000,1500000,CR
1800000,1500000,CR
1820000,1500000,CR
1840000,1500000,CR
1860000,1500000,CR
1880000,1500000,CR
1900000,1500000,CR
1920000,1500000,CR
1940000,1500000,CR
1960000,1500000,CR
1980000,1500000,CR
2000000,1500000,CR
100000,1600000,NR
120000,1600000,NR
140000,1600000,NR
160000,1600000,NR
180000,1600000,NR
200000,1600000,NR
220000,1600000,CR
240000,1600000,CR
260000,1600000,CR
280000,1600000,CR
300000,1600000,CR
320000,1600000,CR
340000,1600000,CR
360000,1600000,CR
380000,1600000,CR
400000,1600000,CR
420000,1600000,CR
440000,1600000,CR
460000,1600000,CR
480000,1600000,CR
500000,1600000,CR
520000,1600000,CR
540000,1600000,CR
560000,1600000,CR
580000,1600000,CR
600000,1600000,CR
620000,1600000,CR
640000,1600000,CR
660000,1600000,CR
680000,1600000,CR
700000,1600000,CR
720000,1600000,CR
740000,1600000,CR
760000,1600000,CR
780000,1600000,CR
800000,1600000,CR
820000,1600000,CR
840000,1600000,CR
860000,1600000,CR
880000,1600000,CR
900000,1600000,CR
920000,1600000,CR
940000,1600000,CR
960000,1600000,CR
980000,1600000,CR
1000000,1600000,CR
1020000,1600000,CR
1040000,1600000,CR
1060000,1600000,CR
1080000,1600000,CR
1100000,1600000,CR
1120000,1600000,CR
1140000,1600000,CR
1160000,1600000,CR
1180000,1600000,CR
1200000,1600000,CR
1220000,1600000,CR
1240000,1600000,CR
1260000,1600000,CR
1280000,1600000,CR
1300000,1600000,CR
1320000,1600000,CR
1340000,1600000,CR
1360000,1600000,CR
1380000,1600000,CR
1400000,1600000,CR
1420000,1600000,CR
1440000,1600000,CR
1460000,1600000,CR
1480000,1600000,CR
1500000,1600000,CR
1520000,1600000,CR
1540000,1600000,CR
1560000,1600000,CR
1580000,1600000,CR
1600000,1600000,CR
1620000,1600000,CR
1640000,1600000,CR
1660000,1600000,CR
1680000,1600000,CR
1700000,1600000,CR
1720000,1600000,CR
1740000,1600000,CR
1760000,1600000,CR
1780000,1600000,CR
1800000,1600000,CR
1820000,1600000,CR
1840000,1600000,CR
1860000,1600000,CR
1880000,1600000,CR
1900000,1600000,CR
1920000,1600000,CR
1940000,1600000,CR
1960000,1600000,CR
1980000,1600000,CR
2000000,1600000,CR
100000,1700000,NR
120000,1700000,NR
140000,1700000,NR
160000,1700000,NR
180000,1700000,NR
200000,1700000,NR
220000,1700000,CR
240000,1700000,CR
260000,1700000,CR
280000,1700000,CR
300000,1700000,CR
320000,1700000,CR
340000,1700000,CR
360000,1700000,CR
380000,1700000,CR
400000,1700000,CR
420000,1700000,CR
440000,1700000,CR
460000,1700000,CR
480000,1700000,CR
500000,1700000,CR
520000,1700000,CR
540000,1700000,CR
560000,1700000,CR
580000,1700000,CR
600000,1700000,CR
620000,1700000,CR
640000,1700000,CR
660000,1700000,CR
680000,1700000,CR
700000,1700000,CR
720000,1700000,CR
740000,1700000,CR
760000,1700000,CR
780000,1700000,CR
800000,1700000,CR
820000,1700000,CR
840000,1700000,CR
860000,1700000,CR
880000,1700000,CR
900000,1700000,CR
920000,1700000,CR
940000,1700000,CR
960000,1700000,CR
980000,1700000,CR
1000000,1700000,CR
1020000,1700000,CR
1040000,1700000,CR
1060000,1700000,CR
1080000,1700000,CR
1100000,1700000,CR
1120000,1700000,CR
1140000,1700000,CR
1160000,1700000,CR
1180000,1700000,CR
1200000,1700000,CR
1220000,1700000,CR
1240000,1700000,CR
1260000,1700000,CR
1280000,1700000,CR
1300000,1700000,CR
1320000,1700000,CR
1340000,1700000,CR
1360000,1700000,CR
1380000,1700000,CR
1400000,1700000,CR
1420000,1700000,CR
1440000,1700000,CR
1460000,1700000,CR
1480000,1700000,CR
1500000,1700000,CR
1520000,1700000,CR
1540000,1700000,CR
1560000,1700000,CR
1580000,1700000,CR
1600000,1700000,CR
1620000,1700000,CR
1640000,1700000,CR
1660000,1700000,CR
1680000,1700000,CR
1700000,1700000,CR
1720000,1700000,CR
1740000,1700000,CR
1760000,1700000,CR
1780000,1700000,CR
1800000,1700000,CR
1820000,1700000,CR
1840000,1700000,CR
1860000,1700000,CR
1880000,1700000,CR
1900000,1700000,CR
1920000,1700000,CR
1940000,1700000,CR
1960000,1700000,CR
1980000,1700000,CR
2000000,1700000,CR
100000,1800000,NR
120000,1800000,NR
140000,1800000,NR
160000,1800000,NR
180000,1800000,NR
200000,1800000,NR
220000,1800000,NR
240000,1800000,CR
260000,1800000,CR
280000,1800000,CR
300000,1800000,CR
320000,1800000,CR
340000,1800000,CR
360000,1800000,CR
380000,1800000,CR
400000,1800000,CR
420000,1800000,CR
440000,1800000,CR
460000,1800000,CR
480000,1800000,CR
500000,1800000,CR
520000,1800000,CR
540000,1800000,CR
560000,1800000,CR
580000,1800000,CR
600000,1800000,CR
620000,1800000,CR
640000,1800000,CR
660000,1800000,CR
680000,1800000,CR
700000,1800000,CR
720000,1800000,CR
740000,1800000,CR
760000,1800000,CR
780000,1800000,CR
800000,1800000,CR
820000,1800000,CR
840000,1800000,CR
860000,1800000,CR
880000,1800000,CR
900000,1800000,CR
920000,1800000,CR
940000,1800000,CR
960000,1800000,CR
980000,1800000,CR
1000000,1800000,CR
1020000,1800000,CR
1040000,1800000,CR
1060000,1800000,CR
1080000,1800000,CR
1100000,1800000,CR
1120000,1800000,CR
1140000,1800000,CR
1160000,1800000,CR
1180000,1800000,CR
1200000,1800000,CR
1220000,1800000,CR
1240000,1800000,CR
1260000,1800000,CR
1280000,1800000,CR
1300000,1800000,CR
1320000,1800000,CR
1340000,1800000,CR
1360000,1800000,CR
1380000,1800000,CR
1400000,1800000,CR
1420000,1800000,CR
1440000,1800000,CR
1460000,1800000,CR
1480000,1800000,CR
1500000,1800000,CR
1520000,1800000,CR
1540000,1800000,CR
1560000,1800000,CR
1580000,1800000,CR
1600000,1800000,CR
1620000,1800000,CR
1640000,1800000,CR
1660000,1800000,CR
1680000,1800000,CR
1700000,1800000,CR
1720000,1800000,CR
1740000,1800000,CR
1760000,1800000,CR
1780000,1800000,CR
1800000,1800000,CR
1820000,1800000,CR
1840000,1800000,CR
1860000,1800000,CR
1880000,1800000,CR
1900000,1800000,CR
1920000,1800000,CR
1940000,1800000,CR
1960000,1800000,CR
1980000,1800000,CR
2000000,1800000,CR
100000,1900000,NR
120000,1900000,NR
140000,1900000,NR
160000,1900000,NR
180000,1900000,NR
200000,1900000,NR
220000,1900000,NR
240000,1900000,NR
260000,1900000,CR
280000,1900000,CR
300000,1900000,CR
320000,1900000,CR
340000,1900000,CR
360000,1900000,CR
380000,1900000,CR
400000,1900000,CR
420000,1900000,CR
440000,1900000,CR
460000,1900000,CR
480000,1900000,CR
500000,1900000,CR
520000,1900000,CR
540000,1900000,CR
560000,1900000,CR
580000,1900000,CR
600000,1900000,CR
620000,1900000,CR
640000,1900000,CR
660000,1900000,CR
680000,1900000,CR
700000,1900000,CR
720000,1900000,CR
740000,1900000,CR
760000,1900000,CR
780000,1900000,CR
800000,1900000,CR
820000,1900000,CR
840000,1900000,CR
860000,1900000,CR
880000,1900000,CR
900000,1900000,CR
920000,1900000,CR
940000,1900000,CR
960000,1900000,CR
980000,1900000,CR
1000000,1900000,CR
1020000,1900000,CR
1040000,1900000,CR
1060000,1900000,CR
1080000,1900000,CR
1100000,1900000,CR
1120000,1900000,CR
1140000,1900000,CR
1160000,1900000,CR
1180000,1900000,CR
1200000,1900000,CR
1220000,1900000,CR
1240000,1900000,CR
1260000,1900000,CR
1280000,1900000,CR
1300000,1900000,CR
1320000,1900000,CR
1340000,1900000,CR
1360000,1900000,CR
1380000,1900000,CR
1400000,1900000,CR
1420000,1900000,CR
1440000,1900000,CR
1460000,1900000,CR
1480000,1900000,CR
1500000,1900000,CR
1520000,1900000,CR
1540000,1900000,CR
1560000,1900000,CR
1580000,1900000,CR
1600000,1900000,CR
1620000,1900000,CR
1640000,1900000,CR
1660000,1900000,CR
1680000,1900000,CR
1700000,1900000,CR
1720000,1900000,CR
1740000,1900000,CR
1760000,1900000,CR
1780000,1900000,CR
1800000,1900000,CR
1820000,1900000,CR
1840000,1900000,CR
1860000,1900000,CR
1880000,1900000,CR
1900000,1900000,CR
1920000,1900000,CR
1940000,1900000,CR
1960000,1900000,CR
1980000,1900000,CR
2000000,1900000,CR
100000,2000000,NR
120000,2000000,NR
140000,2000000,NR
160000,2000000,NR
180000,2000000,NR
200000,2000000,NR
220000,2000000,NR
240000,2000000,NR
260000,2000000,CR
280000,2000000,CR
300000,2000000,CR
320000,2000000,CR
340000,2000000,CR
360000,2000000,CR
380000,2000000,CR
400000,2000000,CR
420000,2000000,CR
440000,2000000,CR
460000,2000000,CR
480000,2000000,CR
500000,2000000,CR
520000,2000000,CR
540000,2000000,CR
560000,2000000,CR
580000,2000000,CR
600000,2000000,CR
620000,2000000,CR
640000,2000000,CR
660000,2000000,CR
680000,2000000,CR
700000,2000000,CR
720000,2000000,CR
740000,2000000,CR
760000,2000000,CR
780000,2000000,CR
800000,2000000,CR
820000,2000000,CR
840000,2000000,CR
860000,2000000,CR
880000,2000000,CR
900000,2000000,CR
920000,2000000,CR
940000,2000000,CR
960000,2000000,CR
980000,2000000,CR
1000000,2000000,CR
1020000,2000000,CR
1040000,2000000,CR
1060000,2000000,CR
1080000,2000000,CR
1100000,2000000,CR
1120000,2000000,CR
1140000,2000000,CR
1160000,2000000,CR
1180000,2000000,CR
1200000,2000000,CR
1220000,2000000,CR
1240000,2000000,CR
1260000,2000000,CR
1280000,2000000,CR
1300000,2000000,CR
1320000,2000000,CR
1340000,2000000,CR
1360000,2000000,CR
1380000,2000000,CR
1400000,2000000,CR
1420000,2000000,CR
1440000,2000000,CR
1460000,2000000,CR
1480000,2000000,CR
1500000,2000000,CR
1520000,2000000,CR
1540000,2000000,CR
1560000,2000000,CR
1580000,2000000,CR
1600000,2000000,CR
1620000,2000000,CR
1640000,2000000,CR
1660000,2000000,CR
1680000,2000000,CR
1700000,2000000,CR
1720000,2000000,CR
1740000,2000000,CR
1760000,2000000,CR
1780000,2000000,CR
1800000,2000000,CR
1820000,2000000,CR
1840000,2000000,CR
1860000,2000000,CR
1880000,2000000,CR
1900000,2000000,CR
1920000,2000000,CR
1940000,2000000,CR
1960000,2000000,CR
1980000,2000000,CR
2000000,2000000,CR
100000,2100000,NR
120000,2100000,NR
140000,2100000,NR
160000,2100000,NR
180000,2100000,NR
200000,2100000,NR
220000,2100000,NR
240000,2100000,NR
260000,2100000,NR
280000,2100000,CR
300000,2100000,CR
320000,2100000,CR
340000,2100000,CR
360000,2100000,CR
380000,2100000,CR
400000,2100000,CR
420000,2100000,CR
440000,2100000,CR
460000,2100000,CR
480000,2100000,CR
500000,2100000,CR
520000,2100000,CR
540000,2100000,CR
560000,2100000,CR
580000,2100000,CR
600000,2100000,CR
620000,2100000,CR
640000,2100000,CR
660000,2100000,CR
680000,2100000,CR
700000,2100000,CR
720000,2100000,CR
740000,2100000,CR
760000,2100000,CR
780000,2100000,CR
800000,2100000,CR
820000,2100000,CR
840000,2100000,CR
860000,2100000,CR
880000,2100000,CR
900000,2100000,CR
920000,2100000,CR
940000,2100000,CR
960000,2100000,CR
980000,2100000,CR
1000000,2100000,CR
1020000,2100000,CR
1040000,2100000,CR
1060000,2100000,CR
1080000,2100000,CR
1100000,2100000,CR
1120000,2100000,CR
1140000,2100000,CR
1160000,2100000,CR
1180000,2100000,CR
1200000,2100000,CR
1220000,2100000,CR
1240000,2100000,CR
1260000,2100000,CR
1280000,2100000,CR
1300000,2100000,CR
1320000,2100000,CR
1340000,2100000,CR
1360000,2100000,CR
1380000,2100000,CR
1400000,2100000,CR
1420000,2100000,CR
1440000,2100000,CR
1460000,2100000,CR
1480000,2100000,CR
1500000,2100000,CR
1520000,2100000,CR
1540000,2100000,CR
1560000,2100000,CR
1580000,2100000,CR
1600000,2100000,CR
1620000,2100000,CR
1640000,2100000,CR
1660000,2100000,CR
1680000,2100000,CR
1700000,2100000,CR
1720000,2100000,CR
1740000,2100000,CR
1760000,2100000,CR
1780000,2100000,CR
1800000,2100000,CR
1820000,2100000,CR
1840000,2100000,CR
1860000,2100000,CR
1880000,2100000,CR
1900000,2100000,CR
1920000,2100000,CR
1940000,2100000,CR
1960000,2100000,CR
1980000,2100000,CR
2000000,2100000,CR
100000,2200000,NR
120000,2200000,NR
