phi,rho,eps,theta,alpha,mu,r,b,gamma,CM55,CM75,Response
0.20617,0.23026,0.069634,8.6976e-06,3.7428e-08,0.003409,0.087644,1.6052e-12,1.5594e-06,308888.8201,955381.2844,CR
0.40421,0.46878,0.17257,6.6507e-06,5.914e-08,0.0028979,0.088952,8.4697e-13,2.1115e-06,241981.8392,900346.2806,CR
0.39178,0.43182,0.17117,8.9644e-06,6.0983e-08,0.0053632,0.087544,2.0438e-12,2.1419e-06,616156.8765,1612875.1263,CR
0.12495,0.23182,0.11286,3.7532e-06,4.7347e-08,0.0058885,0.087767,9.2027e-13,1.9986e-06,326014.1709,500429.484,CR
0.36121,0.36373,0.12872,5.4393e-06,5.4612e-08,0.0036953,0.08618,1.1942e-12,1.5014e-06,5.873,-9.9897e-13,NR
0.30253,0.39147,0.09627,4.3729e-06,6.4106e-08,0.0075271,0.081015,7.7085e-13,1.9406e-06,220188.2746,399900.3834,CR
0.33497,0.479,0.2007,4.7696e-06,6.9364e-08,0.0051372,0.085476,7.7927e-13,1.9624e-06,10.1579,-3.7313e-12,NR
0.27923,0.4166,0.1583,3.8071e-06,5.9186e-08,0.0048802,0.079979,1.6538e-12,1.8137e-06,465022.9784,640037.8922,CR
0.22936,0.30297,0.093857,3.6479e-06,6.432e-08,0.0060465,0.088262,1.0084e-12,1.8278e-06,1.9792e-06,-1.6966e-14,NR
0.109,0.19457,0.098764,6.1579e-06,6.5092e-08,0.0030403,0.088682,2.1394e-12,2.1028e-06,0.079964,-1.5817e-13,NR
0.16782,0.24062,0.20337,6.8498e-06,5.8808e-08,0.0041292,0.081251,2.2267e-12,1.6638e-06,904348.4893,1821748.6757,CR
0.15115,0.16999,0.06165,6.7138e-06,6.0849e-08,0.0020911,0.088698,1.2667e-12,2.2491e-06,59459.0698,348700.0397,CR
0.32671,0.33158,0.070667,8.1062e-06,7.1915e-08,0.0056478,0.074678,9.6051e-13,1.6541e-06,348751.1818,1167347.7695,CR
0.15572,0.17167,0.16301,5.3948e-06,6.1099e-08,0.0055688,0.088509,2.1438e-12,1.7114e-06,0.00038349,-1.1135e-13,NR
0.35093,0.36705,0.135,6.2832e-06,5.8754e-08,0.0051495,0.078938,9.2237e-13,1.5043e-06,666914.3392,2163689.1096,CR
0.13628,0.17226,0.091002,3.1175e-06,6.6532e-08,0.0035642,0.090085,1.0604e-12,2.4075e-06,1399.6154,3355.9266,CR
0.37419,0.46744,0.19851,5.1455e-06,6.57e-08,0.0035244,0.08747,2.2448e-12,2.4063e-06,639250.0725,1069598.5962,CR
0.14088,0.23423,0.10103,4.0766e-06,6.8447e-08,0.0050008,0.084473,1.2011e-12,2.1361e-06,32962.2235,142966.5855,CR
0.38055,0.40303,0.060218,8.1442e-06,6.889e-08,0.002427,0.078878,1.9446e-12,1.5523e-06,119.6997,0.1447,NR
0.40753,0.49656,0.14436,4.4823e-06,5.8877e-08,0.0072557,0.077072,1.3467e-12,1.4868e-06,427271.217,835150.7571,CR
0.25972,0.26403,0.22397,8.7574e-06,6.8462e-08,0.0050549,0.08933,8.2591e-13,2.3327e-06,746026.4286,3092199.8682,CR
0.17416,0.23366,0.16072,7.1617e-06,6.3181e-08,0.0074136,0.087811,2.1373e-12,2.1885e-06,284169.2356,847726.579,CR
0.36411,0.58499,0.23032,7.4131e-06,7.0905e-08,0.0031875,0.089894,9.6895e-13,2.6485e-06,4176.6596,12657.1323,CR
0.34809,0.37211,0.075654,3.071e-06,6.7083e-08,0.0079993,0.087844,1.352e-12,2.6221e-06,309379.9393,719364.227,CR
0.12524,0.33913,0.21449,5.6151e-06,4.4567e-08,0.0021078,0.088037,1.5481e-12,1.5174e-06,125.9508,5.1142e-05,NR
0.32866,0.34343,0.070117,7.2719e-06,5.6611e-08,0.007253,0.081865,8.6324e-13,1.6148e-06,109608.6237,598714.1034,CR
0.32206,0.47085,0.18518,5.5318e-06,4.5509e-08,0.0022017,0.087483,7.8931e-13,1.5891e-06,28118.3567,269129.1279,CR
0.36741,0.48948,0.19262,5.7608e-06,5.676e-08,0.0075488,0.088509,1.4996e-12,2.234e-06,505774.5911,739716.6012,CR
0.22158,0.35791,0.1459,5.3808e-06,5.9327e-08,0.0057557,0.081741,1.0704e-12,1.8389e-06,249502.9888,418297.4961,CR
0.31755,0.51442,0.21757,7.5289e-06,3.9784e-08,0.0027303,0.088442,2.0117e-12,1.7393e-06,479397.4475,648125.1869,CR
0.37106,0.54342,0.18895,5.1674e-06,6.7509e-08,0.0031187,0.088735,1.9986e-12,2.2575e-06,7.7967,-5.5452e-12,NR
0.38055,0.44068,0.11308,5.2609e-06,6.4823e-08,0.0034991,0.078212,1.7354e-12,1.6412e-06,266548.4752,734800.3791,CR
0.22008,0.43314,0.23882,2.9758e-06,5.9195e-08,0.0039286,0.087077,1.6806e-12,1.7557e-06,0.41646,-7.5001e-13,NR
0.30573,0.39932,0.11012,8.8415e-06,5.7814e-08,0.0067372,0.087298,1.261e-12,2.3055e-06,307867.812,507209.0317,CR
0.40877,0.49241,0.12099,3.2503e-06,5.3378e-08,0.0077795,0.088168,9.1666e-13,2.1497e-06,355548.0479,597771.2517,CR
0.23805,0.40751,0.20095,3.2758e-06,6.6384e-08,0.0036444,0.088926,9.3286e-13,2.1681e-06,0.93921,-1.468e-12,NR
0.12491,0.17527,0.069577,2.9726e-06,5.5367e-08,0.0062851,0.080987,6.1687e-13,1.6133e-06,127141.4877,379807.4887,CR
0.42022,0.47168,0.06041,7.8609e-06,5.349e-08,0.0063863,0.088327,1.3268e-12,1.5257e-06,5.5148e-06,1.5305e-15,NR
0.20155,0.23772,0.18031,4.5382e-06,6.3249e-08,0.0066029,0.089315,9.8234e-13,1.6259e-06,8.5055e-11,5.6847e-15,NR
0.1182,0.24053,0.2215,7.8855e-06,5.8142e-08,0.0030505,0.080924,1.3564e-12,1.5527e-06,431857.0996,1051940.2498,CR
0.14129,0.15986,0.060148,5.5448e-06,6.7803e-08,0.0055091,0.081438,1.4053e-12,1.913e-06,107855.4953,444235.3396,CR
0.2084,0.27211,0.15509,8.3692e-06,5.9209e-08,0.0051612,0.08711,1.7166e-12,2.0593e-06,358473.0269,940568.7615,CR
0.41709,0.43445,0.096308,8.9359e-06,6.893e-08,0.0050895,0.088806,9.4576e-13,1.6446e-06,-1.7662e-13,-1.3728e-15,NR
0.37997,0.60947,0.23087,8.4312e-06,4.317e-08,0.0050464,0.084662,1.1307e-12,1.6379e-06,386264.6309,492902.8064,CR
0.26855,0.31393,0.13051,6.6714e-06,5.3071e-08,0.0040036,0.086775,1.6715e-12,1.532e-06,2.3675,-1.5046e-12,NR
0.33007,0.36111,0.17679,3.9109e-06,6.6035e-08,0.0058821,0.086728,8.7289e-13,2.391e-06,979435.0657,2172414.4532,CR
0.1877,0.28545,0.12764,4.8562e-06,6.0529e-08,0.007795,0.080847,1.542e-12,1.7976e-06,308497.1407,553430.875,CR
0.15716,0.19752,0.069854,4.485e-06,6.563e-08,0.0075339,0.082959,1.4645e-12,1.8115e-06,1352.9436,2960.9631,CR
0.248,0.3405,0.13841,8.8043e-06,6.8735e-08,0.0041429,0.087724,5.7885e-13,2.7195e-06,447831.3777,710916.8922,CR
0.20629,0.27223,0.16923,9.4027e-06,6.125e-08,0.0073444,0.089466,1.9484e-12,2.0113e-06,7.533,-1.9252e-12,NR
0.24026,0.27797,0.070777,9.1722e-06,6.1864e-08,0.0047112,0.081114,1.0873e-12,1.9039e-06,263932.3002,669456.0226,CR
0.22867,0.31387,0.15291,8.5391e-06,6.8523e-08,0.0045879,0.088745,1.053e-12,2.3386e-06,2199.1501,93645.0345,CR
0.29669,0.33581,0.062546,2.8013e-06,5.0421e-08,0.0043014,0.086179,1.717e-12,1.7091e-06,34393.5465,221471.0144,CR
0.41431,0.46734,0.063368,8.6136e-06,5.3391e-08,0.0031938,0.089105,2.2273e-12,2.316e-06,210067.7022,459098.6929,CR
0.28981,0.33098,0.097919,2.752e-06,6.2674e-08,0.0023568,0.087588,2.0397e-12,1.7283e-06,4.512e-05,-1.174e-14,NR
0.27682,0.40355,0.15766,8.3266e-06,5.4652e-08,0.0026007,0.084652,7.7715e-13,1.5774e-06,144.2665,0.0049257,NR
0.22137,0.22847,0.098254,3.463e-06,6.9406e-08,0.005573,0.088786,2.1055e-12,2.6144e-06,332410.2002,1029934.5892,CR
0.41596,0.48394,0.07606,5.0198e-06,6.744e-08,0.0053597,0.089855,7.23e-13,2.8652e-06,192869.8869,356534.7326,CR
0.30732,0.3881,0.23694,9.2254e-06,6.7451e-08,0.0038006,0.085079,1.9166e-12,2.1779e-06,992593.0348,1795617.7319,CR
0.29839,0.39002,0.15849,4.9187e-06,6.2177e-08,0.0067717,0.088915,1.6279e-12,1.997e-06,1.1428,-4.8139e-13,NR
0.25573,0.43404,0.21518,6.2421e-06,6.0235e-08,0.0045109,0.086746,1.6086e-12,1.5939e-06,3.2691e-05,1.5088e-14,NR
0.39625,0.55419,0.18759,9.5669e-06,6.8018e-08,0.004655,0.080485,8.5902e-13,1.5614e-06,3.4355,1.2813e-12,NR
0.11759,0.15297,0.060804,6.342e-06,5.7188e-08,0.005026,0.087412,7.4309e-13,1.6238e-06,0.00026288,-2.1707e-14,NR
0.36266,0.42589,0.06367,8.3441e-06,5.9397e-08,0.0042609,0.08948,8.3171e-13,2.0445e-06,0.41298,-4.5171e-13,NR
0.18444,0.21144,0.088189,5.0513e-06,6.6828e-08,0.0038184,0.087145,1.3826e-12,2.2124e-06,30651.9437,331481.1427,CR
0.40211,0.50919,0.12798,5.963e-06,6.9953e-08,0.0028709,0.085189,1.6706e-12,2.6e-06,423170.4843,620730.6461,CR
0.19516,0.19664,0.14512,5.0863e-06,6.9938e-08,0.0045742,0.085428,1.6238e-12,2.0686e-06,230206.4439,1435739.504,CR
0.32433,0.40657,0.089012,4.5793e-06,6.257e-08,0.0025978,0.079836,1.4375e-12,1.6388e-06,24742.657,147677.1213,CR
0.1348,0.18619,0.088253,6.4028e-06,6.0534e-08,0.0074583,0.087927,5.823e-13,2.19e-06,83086.8074,341660.8045,CR
0.38452,0.4913,0.10958,9.1439e-06,6.6662e-08,0.0068108,0.085936,2.18e-12,1.6884e-06,3.4391e-07,9.5455e-16,NR
0.30749,0.35772,0.1334,3.2212e-06,5.7504e-08,0.0048901,0.089367,1.0495e-12,1.838e-06,0.424,-3.6523e-13,NR
0.32921,0.36587,0.2357,5.5488e-06,6.8391e-08,0.0070725,0.088702,2.0904e-12,2.0291e-06,1.5921,-1.0201e-14,NR
0.24173,0.25742,0.085232,7.5884e-06,5.6504e-08,0.003301,0.087452,1.2814e-12,1.599e-06,0.0025734,-2.2432e-14,NR
0.20098,0.23438,0.23542,7.5881e-06,6.49e-08,0.0052088,0.088674,1.2927e-12,1.8761e-06,0.095945,-1.0263e-13,NR
0.21183,0.34607,0.17151,4.1996e-06,5.0404e-08,0.0053402,0.089049,1.3338e-12,2.0532e-06,336292.1486,538767.2337,CR
0.24678,0.29451,0.10474,6.3141e-06,5.501e-08,0.0069952,0.090331,1.3057e-12,1.5531e-06,1.9225e-09,-1.4438e-14,NR
0.35219,0.40583,0.12803,8.6888e-06,6.2102e-08,0.0079078,0.084062,1.3234e-12,1.8951e-06,210931.3473,730539.7862,CR
0.12996,0.30666,0.21778,5.4799e-06,6.731e-08,0.0023679,0.089576,1.1045e-12,2.6395e-06,248054.2043,401032.1333,CR
0.35643,0.51264,0.18989,3.6366e-06,6.4219e-08,0.0067457,0.089069,1.0882e-12,2.1114e-06,1.0855,1.1305e-12,NR
0.409,0.59387,0.19025,8.8927e-06,5.3831e-08,0.0053275,0.088689,1.7619e-12,1.6371e-06,0.00064088,-7.0434e-14,NR
0.22516,0.24285,0.067345,6.4957e-06,5.4093e-08,0.0022875,0.087628,1.8045e-12,1.8211e-06,3323.8365,133637.9748,CR
0.25032,0.43481,0.21071,6.4712e-06,5.2258e-08,0.0024064,0.088044,1.0689e-12,1.6358e-06,0.71019,7.9436e-14,NR
0.42308,0.52618,0.15609,5.7419e-06,7.1213e-08,0.0040619,0.078248,6.1141e-13,1.8203e-06,363424.1793,699406.3601,CR
0.31142,0.3277,0.21698,5.2293e-06,5.9669e-08,0.0045825,0.08622,1.6269e-12,1.8589e-06,984634.85,3236372.5988,CR
0.19624,0.3032,0.13517,7.3339e-06,5.4682e-08,0.005445,0.09007,1.1619e-12,2.4773e-06,429999.1618,630433.7137,CR
0.25406,0.25604,0.074719,8.3911e-06,6.6405e-08,0.0040388,0.08852,2.0539e-12,1.876e-06,8.1822e-07,-1.8478e-14,NR
0.15919,0.18671,0.14272,5.3442e-06,4.7688e-08,0.0044593,0.087235,1.3376e-12,1.5348e-06,77880.9046,1065181.0559,CR
0.14003,0.17179,0.12677,4.8399e-06,6.7349e-08,0.0038598,0.08376,6.9861e-13,2.2132e-06,632401.4904,1483769.1288,CR
0.20893,0.23081,0.10069,4.01e-06,6.4588e-08,0.0020689,0.087528,1.8706e-12,1.6269e-06,9.2309e-09,1.6853e-14,NR
0.29923,0.47157,0.21387,5.5934e-06,6.7987e-08,0.007782,0.084169,1.9986e-12,1.8127e-06,3.346,-3.0893e-12,NR
0.22859,0.38568,0.18636,9.5168e-06,6.4774e-08,0.0027712,0.087938,1.1573e-12,1.9343e-06,0.0021847,-1.4972e-13,NR
0.40989,0.44292,0.067069,9.0919e-06,6.588e-08,0.0069438,0.082764,1.2188e-12,1.7125e-06,11.8989,3.9412e-08,NR
0.12245,0.12464,0.22303,8.7008e-06,7.1454e-08,0.0033433,0.089273,8.6614e-13,1.5883e-06,-4.9568e-13,2.8242e-15,NR
0.18278,0.33152,0.23364,9.3682e-06,4.7794e-08,0.0078968,0.089092,1.6362e-12,1.4933e-06,0.4204,-5.0486e-13,NR
0.3251,0.35979,0.13429,6.9349e-06,6.9265e-08,0.0074877,0.090382,6.0867e-13,2.83e-06,473570.8209,1089358.3717,CR
0.29548,0.37484,0.15788,7.3846e-06,6.3892e-08,0.0061198,0.082922,1.5144e-12,2.0639e-06,628626.3254,1083551.8157,CR
0.37155,0.5746,0.20783,3.8574e-06,4.4442e-08,0.0033771,0.082877,1.6371e-12,1.5166e-06,323504.5177,469001.496,CR
0.18976,0.20083,0.13324,7.2572e-06,7.0358e-08,0.0065037,0.082287,2.0833e-12,1.6467e-06,4.1548,-1.4002e-12,NR
0.1399,0.16317,0.062938,4.214e-06,5.5206e-08,0.0062852,0.083344,6.7281e-13,1.4925e-06,106.0395,0.0021111,NR
0.16101,0.25755,0.13074,7.8671e-06,6.9678e-08,0.002026,0.077427,1.3286e-12,1.5024e-06,755.9059,93.7346,NR
0.19312,0.27365,0.1062,6.7098e-06,4.6731e-08,0.003299,0.089992,1.3814e-12,1.9639e-06,176027.0945,462799.0913,CR
0.22989,0.27647,0.13417,2.7828e-06,6.5767e-08,0.0062139,0.083301,1.4358e-12,2.0743e-06,531069.3335,1117880.4589,CR
0.27876,0.3444,0.070359,7.5516e-06,5.7537e-08,0.0062018,0.089863,2.0481e-12,1.5202e-06,-2.087e-12,1.9465e-15,NR
0.11377,0.32618,0.22482,4.3994e-06,6.5526e-08,0.0068263,0.083055,1.1857e-12,2.215e-06,434778.6645,474668.0439,CR
0.1943,0.22032,0.15377,8.2933e-06,6.5177e-08,0.0058859,0.086342,1.0349e-12,1.9215e-06,2721.1911,474933.3744,CR
0.30954,0.41377,0.137,6.0672e-06,6.1794e-08,0.0068719,0.085657,1.0905e-12,2.3536e-06,474233.5641,674841.9135,CR
0.12927,0.33553,0.21949,5.8444e-06,5.825e-08,0.0076721,0.083624,1.4544e-12,1.9281e-06,283950.9751,383670.094,CR
0.15936,0.18483,0.080759,6.1531e-06,6.9646e-08,0.00418,0.082084,6.0373e-13,2.0902e-06,270295.8802,771498.4454,CR
0.14347,0.18543,0.078058,7.3724e-06,6.7544e-08,0.006305,0.073942,1.1432e-12,1.541e-06,272105.608,713085.7072,CR
0.40145,0.44792,0.22248,9.5138e-06,6.7407e-08,0.0067688,0.090259,1.8163e-12,2.2597e-06,540.1845,48116.0927,CR
0.22953,0.38557,0.17108,5.3945e-06,7.0989e-08,0.0042947,0.090171,1.4255e-12,2.4069e-06,0.010858,-3.7285e-13,NR
0.41906,0.52818,0.20352,8.7655e-06,6.6462e-08,0.0042123,0.090373,5.8996e-13,2.3295e-06,97.37,7.0209e-05,NR
0.17028,0.26097,0.1312,4.2499e-06,6.6607e-08,0.0037783,0.082371,2.1104e-12,1.761e-06,1380.1923,384.6951,NR
0.34336,0.46092,0.22186,5.5415e-06,6.8621e-08,0.0067782,0.080986,1.3131e-12,1.5442e-06,23.4789,3.0085e-13,NR
0.25661,0.32967,0.11097,4.4955e-06,7.1333e-08,0.0063716,0.08265,2.2135e-12,2.1911e-06,265198.6437,528341.6262,CR
0.31477,0.35739,0.13199,8.1215e-06,6.2831e-08,0.0030288,0.086601,1.4816e-12,1.5693e-06,1.0558e-06,8.3047e-15,NR
0.28725,0.43149,0.15547,4.2445e-06,5.2869e-08,0.0067275,0.089263,6.4525e-13,1.9128e-06,827.2646,9.9116,NR
0.28042,0.31036,0.079681,6.2457e-06,7.0243e-08,0.0062042,0.082331,1.6686e-12,2.0317e-06,138020.7391,509847.5878,CR
0.34928,0.38702,0.088299,3.524e-06,7.0514e-08,0.005573,0.088639,2.2e-12,3.0028e-06,445849.9675,882715.1853,CR
0.11731,0.14506,0.1828,7.8874e-06,7.1062e-08,0.0073241,0.085122,1.854e-12,1.6737e-06,2.9258e-05,4.5753e-14,NR
0.18909,0.24759,0.11195,5.2999e-06,4.6476e-08,0.0023891,0.089749,1.1288e-12,1.6977e-06,3038.6215,96409.993,CR
0.10785,0.24132,0.18036,7.2636e-06,5.9835e-08,0.0048448,0.088301,1.2692e-12,1.8959e-06,1.2536,-1.0089e-12,NR
0.24773,0.25427,0.072941,6.3538e-06,6.8146e-08,0.0037044,0.07883,1.5295e-12,1.8449e-06,351509.0201,1135614.706,CR
0.2632,0.29141,0.13369,3.919e-06,6.5799e-08,0.0037427,0.084816,1.6012e-12,1.5212e-06,1.1343e-05,-2.7896e-14,NR
0.14675,0.15792,0.0707,7.577e-06,5.3996e-08,0.002188,0.085236,1.413e-12,1.9352e-06,332357.2576,1054003.8875,CR
0.35113,0.38636,0.13241,6.072e-06,5.764e-08,0.0032173,0.085135,1.7491e-12,1.501e-06,0.31454,4.5431e-13,NR
0.36274,0.42851,0.14366,5.6736e-06,6.6448e-08,0.0028418,0.083465,7.3697e-13,1.6124e-06,0.074045,-3.1205e-13,NR
0.26088,0.31531,0.12518,9.5034e-06,7.1716e-08,0.0044426,0.08872,1.7302e-12,1.6157e-06,-9.3835e-15,-9.9188e-16,NR
0.14684,0.24106,0.16776,6.2989e-06,4.9076e-08,0.0077664,0.086984,1.7504e-12,1.5093e-06,205.313,0.0091425,NR
0.24132,0.36013,0.17413,5.2294e-06,7.178e-08,0.0045479,0.077616,1.8858e-12,1.8773e-06,542257.3436,820244.3465,CR
0.3992,0.53561,0.2042,2.7197e-06,6.9986e-08,0.0054419,0.086239,2.022e-12,1.7455e-06,1.0937e-06,-1.0524e-13,NR
0.20126,0.23585,0.068934,2.9634e-06,6.6982e-08,0.0069348,0.08542,1.1879e-12,2.1222e-06,32716.9698,208681.8086,CR
0.11217,0.23394,0.19379,4.117e-06,3.7448e-08,0.0069639,0.08921,1.6476e-12,1.5682e-06,576277.763,951103.3501,CR
0.25187,0.29458,0.060626,2.4816e-06,6.2384e-08,0.0028525,0.086804,1.2566e-12,1.7071e-06,8.8639e-05,-3.4457e-15,NR
0.25632,0.45928,0.20862,5.0024e-06,5.3715e-08,0.0031133,0.089023,1.5792e-12,1.7972e-06,1.727,-1.8747e-12,NR
0.135,0.15472,0.074477,3.8067e-06,6.2777e-08,0.0046995,0.076101,6.4754e-13,1.571e-06,363241.0468,1021730.8811,CR
0.1617,0.20806,0.1297,7.4036e-06,4.5603e-08,0.0023168,0.087108,1.1486e-12,1.7286e-06,548525.5387,1388430.85,CR
0.1789,0.26267,0.19692,3.1399e-06,5.6084e-08,0.0051315,0.08385,1.9437e-12,1.633e-06,348849.2023,1019480.3029,CR
0.21008,0.30618,0.11063,3.5382e-06,4.789e-08,0.0063771,0.088587,1.9806e-12,1.9247e-06,183622.1476,383127.0319,CR
0.22824,0.29964,0.077503,4.8933e-06,6.589e-08,0.0040682,0.086231,1.3536e-12,1.7559e-06,1.8407e-05,-5.1597e-14,NR
0.31508,0.3706,0.14695,5.625e-06,6.0861e-08,0.0039984,0.0866,1.8315e-12,1.4974e-06,9.3243e-07,-6.4272e-14,NR
0.32291,0.32354,0.121,7.567e-06,7.0771e-08,0.0041693,0.084532,1.9551e-12,1.5417e-06,3.7641e-08,3.4868e-15,NR
0.15061,0.28498,0.14322,9.2528e-06,5.0899e-08,0.0061257,0.08069,1.1433e-12,1.4983e-06,138834.7689,375794.4165,CR
0.20161,0.3095,0.12622,7.293e-06,7.0305e-08,0.0054922,0.081922,1.7535e-12,2.3043e-06,409313.445,594784.4424,CR
0.10622,0.24562,0.19297,4.8712e-06,6.4607e-08,0.0037394,0.077572,1.886e-12,1.6703e-06,506742.415,789476.351,CR
0.14614,0.21732,0.18248,5.4452e-06,6.0369e-08,0.0041688,0.087738,1.4838e-12,2.2372e-06,669360.2573,1272898.3886,CR
0.30436,0.41024,0.13865,3.1331e-06,7.0688e-08,0.0066741,0.080404,2.048e-12,2.0004e-06,299096.3826,501548.1982,CR
0.22026,0.29524,0.13554,4.2951e-06,5.7043e-08,0.0021576,0.087436,2.0794e-12,2.0424e-06,239382.8846,634260.1312,CR
0.42065,0.4572,0.10842,4.4941e-06,6.3793e-08,0.0049366,0.085505,7.4626e-13,2.2289e-06,427953.1051,1001959.7547,CR
0.2689,0.28266,0.089202,9.1149e-06,5.0011e-08,0.0056117,0.087356,9.2012e-13,1.8921e-06,370845.1112,1197893.0163,CR
0.13163,0.24886,0.19108,3.3304e-06,6.9962e-08,0.0031718,0.081864,8.1128e-13,1.937e-06,273062.7488,617423.0845,CR
0.23519,0.35517,0.16646,3.9923e-06,6.4354e-08,0.0026688,0.083408,6.1337e-13,1.995e-06,282332.1156,549758.896,CR
0.24381,0.28389,0.077694,6.6724e-06,4.537e-08,0.0067807,0.088645,1.8617e-12,1.878e-06,252661.0285,653241.7848,CR
0.38264,0.43196,0.11394,9.0003e-06,6.2481e-08,0.0058438,0.083053,1.0253e-12,1.6938e-06,2361.7342,129667.9106,CR
0.20889,0.25445,0.063421,8.1026e-06,6.1126e-08,0.0070291,0.088277,1.6271e-12,2.5601e-06,241684.9566,494157.9742,CR
0.22427,0.25708,0.085134,7.715e-06,6.7658e-08,0.0037355,0.082646,2.1514e-12,1.7324e-06,25.8809,5.8351e-07,NR
0.37881,0.45127,0.075448,6.1398e-06,6.507e-08,0.0071871,0.088147,1.5077e-12,1.5002e-06,-1.748e-13,-1.5119e-15,NR
0.2927,0.35917,0.10658,9.1258e-06,6.1317e-08,0.005377,0.089346,6.7226e-13,2.6044e-06,366341.1126,676990.8279,CR
0.12298,0.16836,0.162,7.4018e-06,6.916e-08,0.0046282,0.07512,1.6228e-12,1.518e-06,739424.9167,1866729.2027,CR
0.11533,0.1495,0.16337,8.627e-06,7.0048e-08,0.0040254,0.08863,8.7773e-13,2.2707e-06,1447.2032,288705.8917,CR
0.34595,0.36381,0.070448,6.2356e-06,7.0282e-08,0.0054743,0.085392,1.778e-12,2.2683e-06,106053.3652,457414.6617,CR
0.35253,0.39819,0.18762,3.3456e-06,7.0519e-08,0.0024726,0.084339,1.0911e-12,2.0806e-06,520289.8586,1430102.1622,CR
0.32814,0.39341,0.098561,5.1469e-06,6.6108e-08,0.0049288,0.086323,1.6713e-12,1.564e-06,6.8488e-10,8.8739e-15,NR
0.21387,0.29511,0.15628,9.5462e-06,6.569e-08,0.003714,0.090199,2.1238e-12,1.5453e-06,9.4134e-14,2.2083e-16,NR
0.13012,0.28362,0.19113,5.5312e-06,4.6913e-08,0.007118,0.088666,1.4873e-12,1.8871e-06,333821.4282,533191.1426,CR
0.13109,0.14483,0.14059,8.4788e-06,6.699e-08,0.0076449,0.085541,2.1061e-12,2.1753e-06,557915.3937,1731207.8208,CR
0.37995,0.46109,0.20594,2.4074e-06,6.3753e-08,0.0046917,0.089622,1.6715e-12,2.3702e-06,438369.3653,911722.6579,CR
0.16232,0.30056,0.15737,3.6068e-06,4.1858e-08,0.0075906,0.085114,1.482e-12,1.5278e-06,297401.1424,506089.1774,CR
0.12825,0.26192,0.13845,4.8672e-06,4.9486e-08,0.0062502,0.090195,2.0472e-12,1.6065e-06,0.00091392,1.0747e-14,NR
0.12077,0.26888,0.16029,4.5563e-06,6.6092e-08,0.0053171,0.089837,8.1488e-13,2.9522e-06,415994.3638,500718.4581,CR
0.37631,0.53465,0.16064,4.2541e-06,7.0924e-08,0.0077565,0.089533,1.6009e-12,2.2955e-06,0.0006791,-2.2303e-13,NR
0.13692,0.29834,0.16657,6.9848e-06,5.4399e-08,0.0049917,0.089585,1.9068e-12,1.7927e-06,0.02061,-2.3126e-13,NR
0.20102,0.35576,0.16188,7.552e-06,3.6115e-08,0.0035727,0.087855,1.3848e-12,1.5027e-06,232016.423,470887.2713,CR
0.19667,0.24722,0.066296,4.1592e-06,7.0137e-08,0.0052812,0.083072,9.949e-13,1.5967e-06,1.6681e-05,-6.4738e-15,NR
0.26911,0.31926,0.10555,6.8531e-06,5.7182e-08,0.0030385,0.082565,1.3613e-12,1.7609e-06,300181.3352,823200.4512,CR
0.22465,0.33418,0.15582,7.9268e-06,6.2092e-08,0.0048074,0.082191,1.2233e-12,1.7134e-06,35611.3304,336425.366,CR
0.13246,0.20476,0.12609,7.1261e-06,7.0554e-08,0.0051044,0.089217,1.0899e-12,1.5831e-06,1.311e-13,-6.9368e-16,NR
0.41442,0.49969,0.089561,7.398e-06,7.0863e-08,0.0072817,0.083079,1.7214e-12,1.9148e-06,24.5441,5.2966e-07,NR
0.41048,0.58498,0.23659,6.2906e-06,6.6492e-08,0.0031325,0.089409,1.6965e-12,1.7572e-06,-2.6309e-12,1.9652e-15,NR
0.40316,0.45399,0.077057,3.8728e-06,5.6212e-08,0.0071769,0.08844,8.8926e-13,1.7295e-06,0.0114,-1.9956e-13,NR
0.39694,0.57255,0.2142,8.789e-06,6.0674e-08,0.006743,0.088143,7.6376e-13,1.6144e-06,4.0761e-08,-9.0925e-15,NR
0.19624,0.31461,0.19073,4.8079e-06,5.5082e-08,0.0026638,0.083344,1.1236e-12,1.5759e-06,91561.9892,568673.0923,CR
0.35143,0.40691,0.066433,3.7119e-06,6.8285e-08,0.0021472,0.088934,9.5992e-13,1.96e-06,2.0003e-08,-7.0191e-15,NR
0.14121,0.19883,0.19234,5.9551e-06,6.1626e-08,0.0055939,0.090351,1.6866e-12,2.6058e-06,911343.9971,1678411.6432,CR
0.4211,0.48597,0.098384,8.7003e-06,4.5269e-08,0.0034283,0.08797,1.7654e-12,1.7566e-06,176400.2317,554342.8011,CR
0.21952,0.25485,0.1865,5.0909e-06,6.2118e-08,0.0045249,0.086849,1.0826e-12,1.5292e-06,5.3355e-06,9.9413e-15,NR
0.1089,0.12309,0.060318,9.2878e-06,4.546e-08,0.0076437,0.087165,2.1873e-12,1.5923e-06,29814.602,378587.534,CR
0.34307,0.36461,0.063961,9.2825e-06,6.2787e-08,0.0035916,0.081285,1.8959e-12,1.7319e-06,58768.7503,414579.0694,CR
0.34396,0.39368,0.12133,5.5282e-06,6.6599e-08,0.0026753,0.090021,1.8409e-12,1.9087e-06,1.0291e-09,-1.7262e-14,NR
0.32725,0.38756,0.15579,8.7648e-06,5.87e-08,0.007805,0.090286,2.2363e-12,2.4384e-06,548203.9893,1077683.1049,CR
